precinct,country,county_lat,county_long,constitution,Democratic-Farmer-Labor,american delta,libertarian,green,republican,,Independence,Socialist Workers,Legal Marijuana Now
MORRIS P-1A|72,Stevens County,45.593461,-95.992315,1,196,0,11,8,153,1,9,0,1
MORRIS P-1B|73,Stevens County,45.593461,-95.992315,3,211,0,25,6,244,6,11,0,1
MORRIS P-2A|75,Stevens County,45.593461,-95.992315,2,276,0,30,12,158,3,5,2,0
MORRIS P-2B|76,Stevens County,45.593461,-95.992315,1,347,1,27,21,90,6,9,5,4
MORRIS P-3A|80,Stevens County,45.593461,-95.992315,3,307,0,16,11,212,8,13,0,0
MORRIS P-3B|81,Stevens County,45.593461,-95.992315,1,190,0,13,2,233,2,10,0,0
MORRIS TWP.|85,Stevens County,45.593461,-95.992315,0,45,0,9,0,155,3,6,0,0
PEPPERTON TWP.|90,Stevens County,45.593461,-95.992315,0,18,0,2,0,43,1,0,0,0
RENDSVILLE TWP.|95,Stevens County,45.593461,-95.992315,0,19,0,1,0,69,0,0,0,0
SCOTT TOWNSHIP|100,Stevens County,45.593461,-95.992315,0,23,0,4,0,43,1,4,0,0
STEVENS TWP.|105,Stevens County,45.593461,-95.992315,0,10,0,0,0,28,1,0,0,0
SWAN LAKE TWP.|110,Stevens County,45.593461,-95.992315,0,36,0,6,1,104,3,1,0,0
SYNNES TWP.|115,Stevens County,45.593461,-95.992315,1,13,0,4,1,28,0,1,0,0
APPLETON TWP.|10,Swift County,45.27581,-95.690124,0,36,0,1,0,77,0,1,0,1
APPLETON|5,Swift County,45.27581,-95.690124,5,250,0,17,4,364,1,7,2,2
BENSON P-1|15,Swift County,45.27581,-95.690124,8,309,0,26,3,450,8,10,0,7
BENSON P-2|20,Swift County,45.27581,-95.690124,3,280,0,13,6,444,4,17,0,4
BENSON TWP.|25,Swift County,45.27581,-95.690124,1,64,0,5,1,118,0,1,0,0
CAMP LAKE TWP.|30,Swift County,45.27581,-95.690124,0,54,0,2,1,45,0,2,0,0
CASHEL TWP.|35,Swift County,45.27581,-95.690124,0,19,0,0,1,55,2,1,0,1
CLONTARF TWP.|45,Swift County,45.27581,-95.690124,0,18,0,2,0,27,0,0,0,0
CLONTARF|40,Swift County,45.27581,-95.690124,0,29,0,3,0,44,0,6,0,0
DANVERS|50,Swift County,45.27581,-95.690124,0,10,0,1,0,40,0,0,0,0
DEGRAFF|55,Swift County,45.27581,-95.690124,1,13,0,0,0,48,1,0,0,2
DUBLIN TWP.|60,Swift County,45.27581,-95.690124,1,30,0,3,0,43,0,5,0,0
EDISON TWP.|65,Swift County,45.27581,-95.690124,0,19,0,4,2,34,1,0,0,0
FAIRFIELD TWP.|70,Swift County,45.27581,-95.690124,0,16,1,8,2,54,0,0,0,2
HAYES TWP.|75,Swift County,45.27581,-95.690124,0,34,1,3,2,60,2,3,0,0
HEGBERT TWP.|80,Swift County,45.27581,-95.690124,0,24,0,2,1,26,0,0,0,0
HOLLOWAY|85,Swift County,45.27581,-95.690124,1,24,0,1,1,25,1,2,0,0
KERKHOVEN TWP.|95,Swift County,45.27581,-95.690124,0,49,0,11,1,79,0,6,0,0
KERKHOVEN|90,Swift County,45.27581,-95.690124,2,115,0,16,3,263,1,6,0,0
KILDARE TWP.|100,Swift County,45.27581,-95.690124,0,32,0,2,0,49,0,0,0,0
MARYSLAND TWP.|105,Swift County,45.27581,-95.690124,0,7,0,2,0,25,0,1,0,0
MOYER TWP.|110,Swift County,45.27581,-95.690124,0,19,0,1,1,29,2,1,0,0
MURDOCK|115,Swift County,45.27581,-95.690124,1,30,0,5,2,66,1,0,0,1
PILLSBURY TWP.|120,Swift County,45.27581,-95.690124,0,36,0,6,0,113,0,2,0,0
SHIBLE TWP.|125,Swift County,45.27581,-95.690124,1,19,0,2,0,28,0,2,0,1
SIX MILE GROVE TWP.|130,Swift County,45.27581,-95.690124,0,21,0,4,0,60,1,1,0,1
SWENODA TWP.|135,Swift County,45.27581,-95.690124,0,20,0,5,0,52,1,1,0,1
TARA TWP.|140,Swift County,45.27581,-95.690124,0,14,0,1,0,35,0,2,0,0
TORNING TWP.|145,Swift County,45.27581,-95.690124,0,60,0,4,2,166,1,1,0,0
WEST BANK TWP.|150,Swift County,45.27581,-95.690124,0,35,0,3,0,44,1,2,0,0
BARTLETT TWP|5,Todd County,46.066569,-94.900576,0,28,0,7,1,181,0,2,0,0
BERTHA TWP|15,Todd County,46.066569,-94.900576,1,47,0,2,4,116,2,1,0,2
BERTHA|10,Todd County,46.066569,-94.900576,0,65,0,4,0,146,0,6,1,1
BIRCHDALE TWP|20,Todd County,46.066569,-94.900576,4,116,1,4,5,361,4,11,1,3
BROWERVILLE|25,Todd County,46.066569,-94.900576,0,98,0,4,2,219,2,10,0,0
BRUCE TWP|30,Todd County,46.066569,-94.900576,3,64,0,4,3,205,0,5,0,1
BURLEENE TWP|35,Todd County,46.066569,-94.900576,0,43,1,4,1,133,1,3,0,0
BURNHAMVILLE TWP|40,Todd County,46.066569,-94.900576,3,99,0,9,3,301,2,3,0,1
BURTRUM|45,Todd County,46.066569,-94.900576,1,12,0,1,0,43,0,1,0,1
CLARISSA|50,Todd County,46.066569,-94.900576,0,107,0,7,1,197,2,6,1,0
EAGLE BEND|55,Todd County,46.066569,-94.900576,1,73,0,10,0,168,1,0,1,1
EAGLE VALLEY TWP|60,Todd County,46.066569,-94.900576,0,54,0,7,3,155,0,1,0,0
FAWN LAKE TWP|65,Todd County,46.066569,-94.900576,0,49,0,3,3,209,1,4,1,1
GERMANIA TWP|70,Todd County,46.066569,-94.900576,1,42,0,4,3,131,0,7,0,1
GORDON TWP|75,Todd County,46.066569,-94.900576,1,73,0,16,1,286,1,8,1,0
GREY EAGLE TWP|85,Todd County,46.066569,-94.900576,0,96,0,6,2,250,4,8,0,1
GREY EAGLE|80,Todd County,46.066569,-94.900576,0,45,0,3,1,113,0,1,0,0
HARTFORD TWP|90,Todd County,46.066569,-94.900576,0,80,0,4,2,222,2,10,1,1
HEWITT|95,Todd County,46.066569,-94.900576,1,27,1,3,2,89,1,0,0,0
IONA TWP|100,Todd County,46.066569,-94.900576,1,44,0,11,1,100,0,5,0,1
KANDOTA TWP|105,Todd County,46.066569,-94.900576,3,102,0,20,2,337,1,7,1,0
LESLIE TWP|110,Todd County,46.066569,-94.900576,1,103,2,6,2,266,4,4,0,0
LITTLE ELK TWP|115,Todd County,46.066569,-94.900576,1,32,0,1,0,128,1,1,0,0
LITTLE SAUK TWP|120,Todd County,46.066569,-94.900576,2,78,0,11,0,324,3,8,0,2
LONG PRAIRIE TWP|135,Todd County,46.066569,-94.900576,1,81,0,7,2,398,0,3,1,2
LONG PRAIRIE|126,Todd County,46.066569,-94.900576,5,318,2,20,14,728,2,17,1,3
MORAN TWP|140,Todd County,46.066569,-94.900576,1,54,0,3,2,229,2,2,0,0
OSAKIS|145,Todd County,46.066569,-94.900576,0,26,0,1,0,55,0,5,0,0
REYNOLDS TWP|150,Todd County,46.066569,-94.900576,1,64,0,13,5,252,0,3,0,2
ROUND PRAIRIE TWP|155,Todd County,46.066569,-94.900576,1,68,0,17,4,248,0,3,0,1
STAPLES TWP|165,Todd County,46.066569,-94.900576,3,41,0,10,5,252,5,10,0,0
STAPLES|160,Todd County,46.066569,-94.900576,5,252,0,38,14,558,2,20,1,4
STOWE PRAIRIE TWP|170,Todd County,46.066569,-94.900576,0,48,0,3,3,193,2,5,0,0
SWANVILLE|173,Todd County,46.066569,-94.900576,0,0,0,0,0,1,0,0,0,0
TURTLE CREEK TWP|175,Todd County,46.066569,-94.900576,0,58,0,1,0,115,0,2,0,3
VILLARD TWP|180,Todd County,46.066569,-94.900576,0,64,0,12,1,268,0,6,1,3
WARD TWP|185,Todd County,46.066569,-94.900576,1,60,0,2,2,211,1,5,0,1
WEST UNION TWP|190,Todd County,46.066569,-94.900576,0,32,0,6,0,120,0,1,0,0
WEST UNION|188,Todd County,46.066569,-94.900576,0,4,0,1,0,34,0,0,0,0
WYKEHAM TWP|195,Todd County,46.066569,-94.900576,2,36,0,2,2,143,3,0,0,0
ARTHUR TWP.|5,Traverse County,45.769935,-96.474832,1,13,0,0,0,23,1,0,0,0
BROWNS VALLEY|10,Traverse County,45.769935,-96.474832,1,91,0,7,3,104,1,4,0,2
CLIFTON TWP.|15,Traverse County,45.769935,-96.474832,1,14,0,0,0,27,0,0,0,0
CROKE TWP|20,Traverse County,45.769935,-96.474832,0,10,0,0,0,36,0,0,0,0
DOLLYMOUNT TWP.|25,Traverse County,45.769935,-96.474832,0,9,0,2,1,27,0,0,0,0
DUMONT|27,Traverse County,45.769935,-96.474832,0,14,0,1,0,40,1,2,0,0
FOLSOM TWP.|30,Traverse County,45.769935,-96.474832,0,25,0,1,0,31,0,1,0,0
LAKE VALLEY TWP.|35,Traverse County,45.769935,-96.474832,1,40,0,5,2,88,0,3,0,0
LEONARDSVILLE TWP.|40,Traverse County,45.769935,-96.474832,0,6,0,1,1,45,1,0,0,0
MONSON TWP.|45,Traverse County,45.769935,-96.474832,0,15,0,0,2,55,1,0,0,0
PARNELL TWP.|50,Traverse County,45.769935,-96.474832,0,12,0,1,0,21,0,0,0,0
REDPATH TWP.|55,Traverse County,45.769935,-96.474832,0,9,0,0,0,8,0,0,0,0
TARA TWP.|60,Traverse County,45.769935,-96.474832,1,7,0,2,1,40,0,0,0,0
TAYLOR TWP.|65,Traverse County,45.769935,-96.474832,0,13,0,0,0,39,2,0,0,0
TINTAH TWP.|75,Traverse County,45.769935,-96.474832,0,6,0,0,0,17,0,1,0,1
TINTAH|70,Traverse County,45.769935,-96.474832,0,1,0,1,0,30,0,0,0,0
WALLS TWP.|80,Traverse County,45.769935,-96.474832,0,15,0,0,0,27,1,1,0,0
WHEATON P-1|85,Traverse County,45.769935,-96.474832,3,162,0,8,3,172,1,6,0,3
WHEATON P-2|90,Traverse County,45.769935,-96.474832,5,157,0,11,3,195,1,12,1,2
WINDSOR TWP.|95,Traverse County,45.769935,-96.474832,0,11,0,0,0,24,0,1,0,0
CHESTER TWP|10,Wabasha County,44.289693,-92.23334,1,55,0,2,0,159,1,2,0,2
ELGIN CITY|15,Wabasha County,44.289693,-92.23334,2,122,0,46,5,360,1,7,0,2
ELGIN TWP.|20,Wabasha County,44.289693,-92.23334,1,120,0,22,2,262,0,14,0,0
GILLFORD TWP.|25,Wabasha County,44.289693,-92.23334,3,60,0,7,2,187,0,6,0,1
GLASGOW TWP.|30,Wabasha County,44.289693,-92.23334,1,33,1,7,3,107,0,1,0,0
GREENFIELD TWP.|35,Wabasha County,44.289693,-92.23334,2,290,0,17,6,478,2,6,0,1
HAMMOND|40,Wabasha County,44.289693,-92.23334,0,19,0,3,0,34,0,2,0,0
HIGHLAND TWP.|45,Wabasha County,44.289693,-92.23334,1,67,0,9,4,168,0,10,0,0
HYDE PARK TWP.|50,Wabasha County,44.289693,-92.23334,0,31,0,8,3,86,1,6,0,1
KELLOGG|55,Wabasha County,44.289693,-92.23334,3,82,0,9,4,154,1,2,0,2
LAKE CITY P-1|65,Wabasha County,44.289693,-92.23334,2,325,0,27,6,380,3,13,1,6
LAKE CITY P-2|70,Wabasha County,44.289693,-92.23334,0,287,0,26,3,322,9,12,1,2
LAKE CITY P-3|75,Wabasha County,44.289693,-92.23334,3,366,0,36,3,491,3,10,0,1
LAKE TWP.|60,Wabasha County,44.289693,-92.23334,1,103,0,12,4,149,2,3,0,0
MAZEPPA CITY|80,Wabasha County,44.289693,-92.23334,1,134,1,15,5,260,0,8,0,3
MAZEPPA TWP.|85,Wabasha County,44.289693,-92.23334,0,130,0,15,5,286,4,6,0,0
MILLVILLE|90,Wabasha County,44.289693,-92.23334,0,17,0,6,2,59,0,2,0,1
MINNEISKA CITY|95,Wabasha County,44.289693,-92.23334,0,9,0,2,3,23,0,0,0,0
MINNEISKA TWP.|100,Wabasha County,44.289693,-92.23334,0,30,0,4,0,50,0,3,0,0
MOUNT PLEASANT TWP.|105,Wabasha County,44.289693,-92.23334,1,61,0,9,2,154,0,7,0,0
OAKWOOD TWP.|110,Wabasha County,44.289693,-92.23334,2,48,0,4,7,145,0,6,0,1
PEPIN TWP.|115,Wabasha County,44.289693,-92.23334,0,100,0,5,6,127,2,4,0,2
PLAINVIEW P-1|120,Wabasha County,44.289693,-92.23334,6,243,0,32,16,589,7,25,0,6
PLAINVIEW P-2|125,Wabasha County,44.289693,-92.23334,3,196,1,32,9,495,9,18,0,4
PLAINVIEW TWP.|130,Wabasha County,44.289693,-92.23334,2,52,0,17,2,175,1,7,0,1
WABASHA W-1|140,Wabasha County,44.289693,-92.23334,0,245,1,20,9,203,6,3,0,3
WABASHA W-2|145,Wabasha County,44.289693,-92.23334,2,231,0,19,5,253,4,14,0,3
WABASHA W-3|150,Wabasha County,44.289693,-92.23334,0,169,0,14,4,206,7,10,0,4
WATOPA TWP.|155,Wabasha County,44.289693,-92.23334,1,48,0,7,1,86,2,3,0,1
WEST ALBANY TWP.|160,Wabasha County,44.289693,-92.23334,1,49,0,7,0,175,0,1,0,1
ZUMBRO FALLS|170,Wabasha County,44.289693,-92.23334,0,11,0,7,3,61,1,2,0,1
ZUMBRO TWP.|165,Wabasha County,44.289693,-92.23334,1,128,0,21,3,287,1,3,1,1
ALDRICH CITY|5,Wadena County,46.586986,-94.988608,1,7,0,0,0,17,0,2,0,0
ALDRICH TWP|10,Wadena County,46.586986,-94.988608,0,56,0,4,1,209,1,0,0,1
BLUEBERRY TWP.|15,Wadena County,46.586986,-94.988608,0,93,0,10,4,323,2,7,1,1
BULLARD TWP.|20,Wadena County,46.586986,-94.988608,0,20,0,0,0,96,2,4,0,0
HUNTERSVILLE TWP|25,Wadena County,46.586986,-94.988608,0,19,1,1,0,40,0,0,0,0
LEAF RIVER TWP P-1|30,Wadena County,46.586986,-94.988608,0,19,0,0,2,92,2,0,0,0
LEAF RIVER TWP P-2|32,Wadena County,46.586986,-94.988608,0,25,0,2,0,85,0,1,0,0
LYONS TWP.|35,Wadena County,46.586986,-94.988608,0,13,0,1,0,90,0,3,0,0
MEADOW TWP.|40,Wadena County,46.586986,-94.988608,1,16,0,2,1,80,1,3,0,0
MENAHGA|45,Wadena County,46.586986,-94.988608,1,185,0,15,3,465,3,9,0,2
NIMROD|50,Wadena County,46.586986,-94.988608,0,8,0,1,0,31,0,1,0,0
NORTH GERMANY TWP.|55,Wadena County,46.586986,-94.988608,0,28,0,1,1,129,1,4,0,0
ORTON TWP.|60,Wadena County,46.586986,-94.988608,0,34,0,1,1,67,0,0,0,0
RED EYE TWP.|65,Wadena County,46.586986,-94.988608,2,50,0,6,1,193,0,9,0,2
ROCKWOOD TWP.|70,Wadena County,46.586986,-94.988608,1,60,0,7,1,148,1,4,0,1
SEBEKA|75,Wadena County,46.586986,-94.988608,2,76,0,9,2,218,1,5,0,3
SHELL RIVER TWP.|80,Wadena County,46.586986,-94.988608,0,46,0,8,4,72,1,1,0,0
STAPLES|85,Wadena County,46.586986,-94.988608,0,105,0,12,4,237,3,10,0,1
THOMASTOWN TWP.|90,Wadena County,46.586986,-94.988608,0,111,0,7,3,323,3,9,0,0
VERNDALE|95,Wadena County,46.586986,-94.988608,0,53,0,7,2,190,1,5,0,1
WADENA P-1|100,Wadena County,46.586986,-94.988608,7,171,1,14,13,379,8,9,0,4
WADENA P-2|105,Wadena County,46.586986,-94.988608,3,142,0,16,7,313,2,5,1,0
WADENA P-3|110,Wadena County,46.586986,-94.988608,0,229,0,18,4,440,5,11,1,4
WADENA TWP.|120,Wadena County,46.586986,-94.988608,1,88,0,19,2,377,3,3,0,0
WING RIVER TWP.|125,Wadena County,46.586986,-94.988608,0,30,0,3,2,223,0,1,0,1
ALTON TWP.|5,Waseca County,44.01846,-93.589844,1,50,0,12,2,163,1,4,0,0
BLOOMING GROVE TWP.|10,Waseca County,44.01846,-93.589844,2,73,0,21,3,239,4,6,0,0
BYRON TWP.|15,Waseca County,44.01846,-93.589844,0,27,0,6,2,91,1,3,0,0
ELYSIAN|20,Waseca County,44.01846,-93.589844,0,0,0,0,0,0,0,0,0,0
FREEDOM TWP.|25,Waseca County,44.01846,-93.589844,0,39,0,2,0,151,0,2,0,0
IOSCO TWP.|30,Waseca County,44.01846,-93.589844,1,96,0,10,5,211,3,8,0,0
JANESVILLE CITY|35,Waseca County,44.01846,-93.589844,5,347,1,50,18,738,5,20,2,10
JANESVILLE TWP.|45,Waseca County,44.01846,-93.589844,1,96,0,11,1,200,2,4,0,0
NEW RICHLAND CITY|50,Waseca County,44.01846,-93.589844,5,203,0,24,9,335,5,12,0,8
NEW RICHLAND TWP.|55,Waseca County,44.01846,-93.589844,0,70,0,8,0,179,3,2,0,0
OTISCO TWP.|60,Waseca County,44.01846,-93.589844,1,52,0,16,3,245,1,8,1,3
ST. MARY TWP.|65,Waseca County,44.01846,-93.589844,0,63,0,14,2,152,2,4,0,3
VIVIAN TWP.|70,Waseca County,44.01846,-93.589844,0,17,1,6,3,117,1,2,0,0
WALDORF|75,Waseca County,44.01846,-93.589844,0,25,0,1,3,83,1,2,0,1
WASECA W-1 P-A|80,Waseca County,44.01846,-93.589844,6,339,1,37,13,547,7,18,2,5
WASECA W-1 P-B|85,Waseca County,44.01846,-93.589844,2,168,1,15,8,220,4,12,0,4
WASECA W-2 P-A|90,Waseca County,44.01846,-93.589844,5,470,1,46,11,711,7,23,0,3
WASECA W-2 P-B|95,Waseca County,44.01846,-93.589844,1,155,1,20,10,224,5,10,0,4
WASECA W-3 P-A|100,Waseca County,44.01846,-93.589844,4,107,1,22,6,178,5,8,0,2
WASECA W-3 P-B|105,Waseca County,44.01846,-93.589844,3,192,0,36,0,438,9,14,2,1
WILTON TWP.|110,Waseca County,44.01846,-93.589844,1,47,0,6,1,149,2,7,0,0
WOODVILLE TWP.|115,Waseca County,44.01846,-93.589844,0,202,0,24,6,596,6,15,0,1
AFTON W-1 P-1|5,Washington County,45.037929,-92.890117,0,291,0,12,10,199,5,3,0,0
AFTON W-2 P-1|10,Washington County,45.037929,-92.890117,0,219,0,14,6,239,4,10,0,0
AFTON W-3 P-1|15,Washington County,45.037929,-92.890117,0,237,0,16,3,203,8,13,1,1
AFTON W-4 P-1|20,Washington County,45.037929,-92.890117,4,237,0,17,2,237,3,5,0,0
BAYPORT|25,Washington County,45.037929,-92.890117,2,583,0,65,15,597,9,23,3,13
BAYTOWN TWP.|30,Washington County,45.037929,-92.890117,2,495,0,43,13,688,16,16,1,1
BIRCHWOOD VILLAGE CITY|35,Washington County,45.037929,-92.890117,2,345,0,28,7,220,7,21,0,3
COTTAGE GROVE P-01|40,Washington County,45.037929,-92.890117,6,825,4,75,12,723,8,49,0,4
COTTAGE GROVE P-02|45,Washington County,45.037929,-92.890117,12,693,0,90,19,696,9,42,2,4
COTTAGE GROVE P-03|50,Washington County,45.037929,-92.890117,3,856,0,85,9,619,13,18,2,2
COTTAGE GROVE P-04|55,Washington County,45.037929,-92.890117,2,924,0,96,16,931,13,29,3,4
COTTAGE GROVE P-05|60,Washington County,45.037929,-92.890117,6,966,1,103,25,902,16,47,2,6
COTTAGE GROVE P-06|65,Washington County,45.037929,-92.890117,11,822,3,79,32,841,17,31,1,9
COTTAGE GROVE P-07|70,Washington County,45.037929,-92.890117,4,870,1,100,31,941,14,35,3,6
COTTAGE GROVE P-08|75,Washington County,45.037929,-92.890117,10,914,0,94,28,1006,21,49,1,4
COTTAGE GROVE P-09|80,Washington County,45.037929,-92.890117,4,870,0,103,20,807,16,33,0,9
COTTAGE GROVE P-10|85,Washington County,45.037929,-92.890117,0,298,0,31,7,405,6,14,1,1
COTTAGE GROVE P-11|90,Washington County,45.037929,-92.890117,10,950,1,105,24,953,21,37,1,7
DELLWOOD|95,Washington County,45.037929,-92.890117,0,272,0,22,5,428,8,13,1,1
DENMARK TWP.|100,Washington County,45.037929,-92.890117,1,463,0,53,11,606,5,25,0,4
FOREST LAKE P-1|105,Washington County,45.037929,-92.890117,8,673,1,104,20,1048,11,27,2,11
FOREST LAKE P-2|110,Washington County,45.037929,-92.890117,8,619,2,76,15,1002,14,21,1,5
FOREST LAKE P-3|115,Washington County,45.037929,-92.890117,8,786,1,79,9,1271,22,46,0,6
FOREST LAKE P-4|120,Washington County,45.037929,-92.890117,6,601,0,79,11,1011,12,30,0,5
FOREST LAKE P-5|125,Washington County,45.037929,-92.890117,11,1086,3,137,27,1725,23,41,0,7
GRANT|130,Washington County,45.037929,-92.890117,6,1091,1,96,31,1547,20,42,2,6
GREY CLOUD ISLAND TWP.|135,Washington County,45.037929,-92.890117,2,72,0,12,8,85,3,5,1,1
HASTINGS W-1 P-1|140,Washington County,45.037929,-92.890117,0,0,0,1,0,0,0,0,0,0
HUGO W-1 P-1|145,Washington County,45.037929,-92.890117,7,1101,0,120,21,1506,17,60,1,3
HUGO W-2 P-2A|150,Washington County,45.037929,-92.890117,0,106,0,17,4,231,1,5,0,1
HUGO W-2 P-2B|155,Washington County,45.037929,-92.890117,6,891,3,126,14,1262,27,55,0,2
HUGO W-3 P-3A|160,Washington County,45.037929,-92.890117,7,727,1,88,16,1084,14,34,0,8
HUGO W-3 P-3B|165,Washington County,45.037929,-92.890117,2,257,0,28,9,434,7,21,1,3
LAKE ELMO P-1|170,Washington County,45.037929,-92.890117,3,1046,3,120,16,1139,18,42,0,4
LAKE ELMO P-2|175,Washington County,45.037929,-92.890117,6,1241,0,113,22,1401,37,63,0,3
LAKE ST. CROIX BEACH|190,Washington County,45.037929,-92.890117,3,344,0,29,12,286,5,12,1,4
LAKELAND SHORES|185,Washington County,45.037929,-92.890117,0,87,0,6,2,115,1,7,0,0
LAKELAND|180,Washington County,45.037929,-92.890117,6,502,0,49,10,561,9,17,0,4
LANDFALL|195,Washington County,45.037929,-92.890117,0,120,1,14,0,111,8,6,0,4
MAHTOMEDI P-1|200,Washington County,45.037929,-92.890117,3,1103,0,121,22,911,30,49,0,8
MAHTOMEDI P-2|205,Washington County,45.037929,-92.890117,9,1336,1,131,32,1184,40,43,2,6
MARINE ON ST. CROIX|210,Washington County,45.037929,-92.890117,0,345,0,22,7,129,5,8,0,2
MAY TWP.|215,Washington County,45.037929,-92.890117,6,880,0,78,20,913,18,30,0,4
NEWPORT|220,Washington County,45.037929,-92.890117,10,757,1,101,26,800,19,29,3,12
OAK PARK HEIGHTS P-1|265,Washington County,45.037929,-92.890117,6,472,1,42,13,409,8,21,0,4
OAK PARK HEIGHTS P-2|270,Washington County,45.037929,-92.890117,6,763,1,56,16,705,8,26,1,5
OAKDALE P-1|225,Washington County,45.037929,-92.890117,9,737,2,72,26,654,12,31,1,4
OAKDALE P-2|230,Washington County,45.037929,-92.890117,8,774,1,44,16,565,12,25,0,11
OAKDALE P-3|235,Washington County,45.037929,-92.890117,10,1322,7,107,30,1003,29,56,2,9
OAKDALE P-4|240,Washington County,45.037929,-92.890117,8,982,1,64,19,697,11,38,0,9
OAKDALE P-5|245,Washington County,45.037929,-92.890117,9,1072,0,97,29,860,15,33,1,14
OAKDALE P-6|250,Washington County,45.037929,-92.890117,3,924,3,70,22,895,16,34,0,8
OAKDALE P-7|255,Washington County,45.037929,-92.890117,8,1530,6,132,37,1234,29,61,1,6
OAKDALE P-8|260,Washington County,45.037929,-92.890117,3,435,0,35,7,359,11,15,0,2
PINE SPRINGS|275,Washington County,45.037929,-92.890117,0,126,0,13,0,135,2,0,0,1
SCANDIA|305,Washington County,45.037929,-92.890117,9,1052,1,100,46,1344,27,43,0,7
ST. MARY'S POINT|280,Washington County,45.037929,-92.890117,2,125,0,15,3,105,10,1,0,0
ST. PAUL PARK P-1|285,Washington County,45.037929,-92.890117,1,264,1,35,10,301,5,12,0,5
ST. PAUL PARK P-2|290,Washington County,45.037929,-92.890117,0,53,0,8,1,80,1,4,0,2
ST. PAUL PARK P-3|295,Washington County,45.037929,-92.890117,2,492,1,70,8,463,8,20,1,5
ST. PAUL PARK P-4|300,Washington County,45.037929,-92.890117,7,391,1,41,17,412,6,23,2,7
STILLWATER TWP.|350,Washington County,45.037929,-92.890117,4,615,0,45,24,681,15,23,0,2
STILLWATER W-1 P-1|310,Washington County,45.037929,-92.890117,3,497,1,50,20,454,11,19,0,3
STILLWATER W-1 P-2|315,Washington County,45.037929,-92.890117,6,893,1,65,27,527,19,30,1,7
STILLWATER W-2 P-3|320,Washington County,45.037929,-92.890117,7,693,0,60,19,424,12,28,1,4
STILLWATER W-2 P-4|325,Washington County,45.037929,-92.890117,8,1066,0,71,28,658,29,45,2,4
STILLWATER W-3 P-5|330,Washington County,45.037929,-92.890117,6,1342,1,120,37,1330,29,70,0,3
STILLWATER W-4 P-7|340,Washington County,45.037929,-92.890117,4,881,1,82,17,795,22,29,1,4
STILLWATER W-4 P-8|345,Washington County,45.037929,-92.890117,3,602,2,50,4,463,13,26,0,1
WEST LAKELAND TWP.|360,Washington County,45.037929,-92.890117,8,1031,1,104,17,1371,29,55,2,3
WHITE BEAR LAKE W-4 P-2|365,Washington County,45.037929,-92.890117,1,102,0,14,2,102,0,2,0,1
WILLERNIE|370,Washington County,45.037929,-92.890117,2,130,0,12,5,119,0,2,0,2
WOODBURY P-01|375,Washington County,45.037929,-92.890117,8,1115,4,88,13,734,25,30,0,12
WOODBURY P-02|380,Washington County,45.037929,-92.890117,4,1512,1,93,28,1020,33,44,0,10
WOODBURY P-03|385,Washington County,45.037929,-92.890117,3,746,1,88,19,515,12,26,1,0
WOODBURY P-04|390,Washington County,45.037929,-92.890117,4,1286,0,94,18,852,22,56,2,5
WOODBURY P-05|395,Washington County,45.037929,-92.890117,1,1366,0,83,27,836,26,57,0,6
WOODBURY P-06|400,Washington County,45.037929,-92.890117,4,980,2,70,19,733,13,42,1,1
WOODBURY P-07|405,Washington County,45.037929,-92.890117,6,1168,1,74,26,815,25,48,0,4
WOODBURY P-08|410,Washington County,45.037929,-92.890117,6,1339,1,127,29,1147,29,56,0,5
WOODBURY P-09A|415,Washington County,45.037929,-92.890117,13,1963,1,129,24,1544,43,77,1,3
WOODBURY P-10|420,Washington County,45.037929,-92.890117,7,1428,0,105,17,1082,36,48,4,7
WOODBURY P-11|425,Washington County,45.037929,-92.890117,4,1485,1,144,29,1037,28,51,0,3
WOODBURY P-12|430,Washington County,45.037929,-92.890117,8,1332,1,115,20,1033,33,41,1,7
WOODBURY P-13A|435,Washington County,45.037929,-92.890117,3,1081,1,76,15,1037,27,46,0,1
WOODBURY P-14|440,Washington County,45.037929,-92.890117,2,761,0,56,7,704,20,33,0,4
WOODBURY P-15|445,Washington County,45.037929,-92.890117,3,814,1,67,11,876,21,32,0,3
WOODBURY P-16|450,Washington County,45.037929,-92.890117,5,1443,0,119,27,1321,31,53,0,2
ADRIAN TWP|5,Watonwan County,43.978109,-94.613798,0,25,1,10,2,63,1,3,0,0
ANTRIM TWP|10,Watonwan County,43.978109,-94.613798,0,30,0,2,0,92,1,6,0,0
BUTTERFIELD TWP|20,Watonwan County,43.978109,-94.613798,2,21,1,0,0,111,2,4,1,0
BUTTERFIELD|15,Watonwan County,43.978109,-94.613798,4,63,1,7,0,121,3,5,0,2
DARFUR|25,Watonwan County,43.978109,-94.613798,0,9,0,3,0,16,0,1,0,1
FIELDON TWP|30,Watonwan County,43.978109,-94.613798,1,28,0,2,0,71,0,1,0,0
LA SALLE|35,Watonwan County,43.978109,-94.613798,0,14,0,1,0,24,0,0,0,0
LEWISVILLE|40,Watonwan County,43.978109,-94.613798,2,30,0,6,1,68,1,2,1,1
LONG LAKE TWP|45,Watonwan County,43.978109,-94.613798,0,78,0,2,2,122,0,3,0,1
MADELIA TWP|60,Watonwan County,43.978109,-94.613798,2,52,0,5,4,124,0,6,0,0
MADELIA|50,Watonwan County,43.978109,-94.613798,5,395,1,33,15,421,4,23,1,9
